Valoare,Data,Ora,Locatie
Calitatea aerului: 73 -   Excelent,2025-05-24,12:27:21,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:27:26,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:27:31,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:27:36,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:27:41,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:27:48,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:27:53,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:28:00,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:28:05,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:28:10,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:28:15,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:28:20,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:28:25,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:28:30,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:28:36,Aula B
